GeneSymbol,proB_CLP_BM,proB_FrA_BM,proB_FrBC_BM,preB_FrC_BM,preB_FrD_BM,B_FrE_BM,B_FrF_BM,B_Fo_Sp,preT_ETP_Th,preT_DN2_Th,preT_DN3A_Th,preT_DN3B_Th,T_DN4_Th,T_DP_Th,T_4SP24._Th,T_8SP24._Th,T_4Nve_Sp,T_8Nve_Sp
MRPS22,229.622,191.667,286.094,437.395,241.96,174.208,196.646,241.936,248.247,292.346,211.661,403.922,341.386,142.048,198.807,202.725,225.405,123.179
FOXL2OS,128.667,174.785,108.538,107.395,143.568,152.225,160.681,130.821,116.107,110.876,126.901,110.364,125.713,178.076,126.149,127.66,113.855,178.41
GM1123,55.9721,62.0253,54.1209,51.0792,61.8818,56.9091,64.1554,58.562,52.9662,49.1356,54.1325,55.0275,55.8377,58.2916,56.9931,52.9976,54.0939,66.3586
PIK3CB,219.691,185.308,51.8811,54.2524,61.0256,47.6558,70.2954,59.2484,124.164,119.715,44.8486,80.658,97.0264,125.357,132.417,97.1471,184.93,134.948
GM6432,7.51185,8.62944,8.87469,9.72526,9.45926,10.4188,10.0071,8.12688,9.42614,8.57256,9.43585,9.38697,8.79705,11.1587,8.28742,7.49325,8.65738,12.7675
ESYT3,79.1687,93.6675,79.5742,80.1652,85.2402,93.7314,90.2056,88.5192,81.5381,82.9539,88.6452,87.9555,85.755,103.704,81.3593,83.5152,83.0832,95.9505
MRAS,42.5552,44.9281,41.3778,34.1594,40.3624,52.4389,51.0157,42.3638,42.9362,36.8926,42.3465,37.3014,35.6671,51.993,41.1951,42.4742,41.7676,49.1641
ARMC8,276.828,229.972,328.815,392.991,386.932,304.808,343.796,441.041,259.34,287.043,222.056,298.48,283.298,193.895,358,354.129,424.312,245.733
CLDN18,51.6974,69.325,56.2565,53.6331,61.2952,59.6782,65.7171,49.4571,53.1944,49.3203,58.7815,54.4037,59.9077,69.2812,55.4104,55.0219,53.284,66.3532
SOX14,87.359,130.3,89.1033,91.58,99.5278,109.956,99.9221,74.5962,104.342,84.9594,101.217,92.8034,98.2325,158.478,114.674,107.233,95.033,154.442
IL20RB,72.6143,88.1876,72.7334,77.6572,77.0019,92.3995,88.2823,72.0473,83.0354,79.1532,94.5839,85.9796,85.1002,95.998,82.6115,79.6155,70.8339,78.6181
NCK1,219.455,184.869,249.745,237.855,236.569,171.916,193.415,236.853,211.682,238.134,220.603,236.216,250.869,197.891,221.268,256.098,273.894,193.43
TMEM22,38.0834,39.1333,35.3946,31.4231,34.9721,36.1954,43.4668,49.9513,29.555,31.0195,35.3926,32.3896,32.4642,43.8207,35.012,36.4088,39.9944,44.7417
PCCB,227.67,167.866,184.584,271.83,186.783,227.461,197.817,186.657,273.196,273.781,353.817,309.868,263.692,148.615,333.653,257.865,251.095,234.109
PPP2R3A,128.641,84.1585,57.9984,47.5337,52.1356,54.1523,59.8675,56.0912,124.182,75.0305,53.4758,40.9093,49.6744,52.6668,36.8346,41.3639,42.3833,51.3882
GM5161,105.68,144.939,139.007,132.11,142.092,146.542,136.618,119.224,148.962,147.04,161.128,177.967,166.904,183.1,139.063,138.86,134.264,172.979
EPHB1,42.8802,39.4122,40.1471,36.6636,41.4145,46.4537,48.0081,38.8068,35.2052,37.2004,35.8988,35.4171,38.4826,63.1068,44.1946,45.5534,38.0744,55.544
CEP63,57.4794,60.4825,60.4002,59.2228,79.2558,72.897,67.7328,74.3713,63.9824,58.1522,69.1259,57.6957,60.0459,67.9818,55.587,55.5082,60.4104,75.4026
SRPRB,239.215,216.81,293.657,274.386,197.046,193.44,220.844,226.922,359.166,388.572,313.862,427.01,404.953,146.362,294.94,283.704,350.76,239.042
TRF,791.946,610.559,367.93,204.667,111.942,90.8061,83.5595,75.2938,562.755,667.732,178.761,151.007,115.653,90.7127,73.7851,68.8116,76.2857,101.982
1300017J02RIK,61.6312,70.0414,54.3183,57.0201,60.8487,75.46,79.3453,62.4808,61.6218,57.4076,62.1551,52.6803,61.2251,69.7411,55.3133,58.6032,61.1353,67.1351
BFSP2,165.94,297.302,584.771,512.976,197.181,181.686,148.049,172.138,99.7198,111.446,182.82,105.729,79.8857,176.259,60.9358,52.3718,51.9726,70.5625
TMEM108,43.847,72.6894,216.478,426.943,339.92,100.826,54.589,62.8476,42.8156,62.1197,74.5353,58.2056,52.6456,63.2033,42.6807,48.0023,37.9989,58.9957
UBA5,248.033,193.005,315.16,283.13,249.461,268.409,269.001,328.724,318.983,286.946,249.609,283.16,267.687,209.619,245.507,247.835,290.205,196.809
CCRL1,37.6954,49.3743,34.5876,34.8312,45.1657,42.5487,48.3567,41.6555,38.4664,38.4712,42.0598,38.8989,41.5626,51.3326,40.4,39.8403,38.9617,47.937
DNAJC13,415.47,334.37,554.133,514.112,440.504,461.302,475.789,645.01,346.208,317.985,294.803,299.301,294.704,402.142,430.097,381.823,460.478,306.66
ACPP,63.0128,63.0472,50.3637,39.7543,34.8683,42.0119,41.4781,37.5662,35.6864,40.1712,59.8708,37.7681,40.908,59.7196,74.9776,102.294,127.282,112.558
NUDT16,137.194,135.673,150.583,127.004,126.757,125.952,168.729,160.134,172.051,226.684,384.237,181.666,192.72,195.549,203.322,190.86,274.748,192.954
1700080E11RIK,44.2838,48.9968,42.3758,41.7761,45.1276,49.2804,44.3376,38.7859,46.0637,38.5689,49.7318,44.7739,40.7462,72.4583,44.0407,45.3867,41.4762,51.0939
NEK11,18.2657,21.542,22.8728,18.8357,22.0258,21.0939,19.7401,19.0716,20.3188,19.9831,21.9651,19.1849,20.7775,36.4848,21.2829,20.0057,19.6345,25.0223
ATP2C1,516.092,380.625,461.79,466.208,538.166,804.482,695.455,888.884,310.301,333.903,270.462,304.603,339.426,341.707,480.37,441.621,559.82,299.674
COL6A6,118.675,167.543,96.6793,114.277,136.202,140.188,139.402,130.678,130.467,125.721,129.465,121.71,138.936,176.172,135.536,121.052,120.237,152.193
GM7455,33.1425,34.0254,30.6353,34.3581,40.8045,34.1029,37.5796,31.9025,31.6031,30.7511,35.0269,34.3956,35.1147,41.3145,29.6022,29.0079,30.1527,41.6402
COL6A4,69.8203,84.218,62.7712,65.9006,82.2483,83.1954,81.188,68.9233,59.2209,59.8597,69.5266,59.5026,69.756,80.8741,73.6985,65.9007,63.8471,75.5181
GLYCTK,96.3485,103.332,94.6797,104.911,98.971,118.756,95.299,114.758,107.705,101.833,140.221,112.459,113.383,128.162,125.238,122.369,136.664,133.141
PPM1M,374.78,415.574,272.423,345.29,387.342,653.486,569.253,530.455,291.641,300.553,222.167,219.233,232.797,163.772,439.234,387.596,439.771,334.572
ALAS1,370.018,274.604,207.773,263.387,178.46,244.656,175.104,186.765,351.812,367.386,433.574,455.501,392.224,223.639,280.496,305.04,246.218,206.256
ACY1,109.007,91.3661,82.0904,81.3208,66.9723,97.5576,85.6417,77.7701,188.893,153.68,120,214.605,144.617,80.3696,91.8703,91.9339,88.8439,90.8797
ABHD14A,251.389,183.929,131.385,163.745,102.121,133.84,110.517,99.5126,342.776,297.229,198.964,278.735,189.011,96.7121,132.545,141.817,139.742,133.74
GPR62,152.146,207.665,143.112,146.604,178.974,181.12,181.586,139.442,138.616,124.451,135.102,125.293,128.575,191.848,161.002,147.489,137.673,173.717
PARP3,212.734,195.699,197.221,135.265,186.204,380.203,289.156,357.713,209.724,199.637,254.408,169.475,209.103,205.46,480.259,338.668,540.89,323.376
4930517N10RIK,9.72437,10.98,10.7258,11.3737,11.5831,12.4653,12.2085,10.2833,10.1198,10.3458,12.226,11.0368,10.2444,12.266,11.2856,10.5562,10.2683,14.1393
IQCF3,18.8196,21.3923,20.0693,19.0548,18.5469,19.9621,22.8469,19.4698,21.5428,20.5814,20.7331,23.1048,22.2036,35.4141,20.7446,20.3135,19.6357,24.6475
IQCF4,21.0199,22.721,22.0809,22.2218,23.4802,22.4597,27.2096,21.3177,20.6176,21.556,23.9242,21.2526,22.4021,40.9367,22.8231,19.8288,23.8263,32.5735
GRM2,106.889,142.566,103.016,97.5019,101.312,129.909,136.42,112.747,109.342,103.941,124.751,109.974,117.661,145.896,129.998,121.819,104.03,161.536
TEX264,179.91,159.656,178.398,131.279,150.598,167.063,191.233,183.293,239.56,216.229,257.915,241.412,233.532,175.951,302.804,312.532,313.866,288.29
RAD54L2,85.6764,64.6662,97.261,106.241,87.0576,70.61,67.8508,83.4833,99.6066,117.275,95.6424,130.93,122.464,62.6666,90.6666,76.7028,79.6173,57.8718
RBM15B,393.392,366.371,610.584,599.676,648.713,479.204,394.113,437.268,501.103,714.402,941.168,852.784,915.046,498.887,655.995,575.236,538.903,417.413
MANF,145.391,184.942,176.788,182.721,140.165,139.393,132.13,157.476,184.225,184.708,176.156,252.222,235.769,130.645,167.355,180.238,189.596,142.64
DOCK3,26.3692,33.1625,25.3203,29.4866,30.6718,34.2041,33.3569,26.4623,26.7709,25.6087,26.8974,27.1895,26.5293,38.3875,30.3905,30.0834,28.3098,40.3735
MAPKAPK3,390.839,225.8,165.537,173.688,184.787,203.99,212.347,203.999,376.065,261.928,163.749,122.537,120.715,87.4379,502.865,387.969,379.85,232.504
HEMK1,81.779,80.6293,66.7803,83.4921,79.1572,87.9108,95.9066,89.5294,96.7372,72.5552,93.4316,83.6199,81.7838,65.0944,93.5574,77.9172,89.335,65.1235
CYB561D2,140.592,113.909,127.997,153.613,141.107,151.408,167.517,177.423,164.714,150.504,200.479,181.405,159.946,127.814,177.398,189.482,184.15,155.414
BY080835,55.3222,56.5316,43.1124,45.3403,47.4565,68.6501,53.5275,66.1913,52.3422,55.3211,64.3492,64.4712,65.3391,56.9414,56.1546,49.6494,57.4444,63.0197
SEMA3B,66.1285,80.6929,67.1728,58.3186,73.4292,76.1044,87.6742,69.6554,67.2617,62.6279,70.599,69.4685,70.0379,90.5025,71.9781,73.8728,73.2811,94.3795
GNAI2,2922.97,2750.13,3135.45,2948.98,3294.79,4870.15,3831.99,3666.86,2387.73,2511,2837.52,2210.38,2562.74,3064.84,4345.24,3827.63,2904.03,3036.87
SLC38A3,39.7715,44.8597,37.1132,42.137,44.5981,51.7467,50.3554,41.2524,48.2674,42.0737,48.9478,46.5736,47.3014,52.4375,39.8445,40.7673,46.7506,47.5427
GNAT1,48.1008,53.6951,43.4991,48.9516,45.5407,44.0158,49.4847,44.5551,49.8408,49.7897,57.251,52.9969,51.0408,54.1258,52.7869,52.9707,45.5923,49.0827
SEMA3F,114.71,132.423,113.441,119.522,128.002,137.741,131.749,111.778,116.533,125.064,150.682,133.688,126.494,151.714,140.174,125.742,122.739,154.975
RBM5,1089.27,964.126,1074.75,986.359,1415.49,1209,1329.1,1531.58,895.277,905.191,1189.44,667.484,878.929,1041.96,1003.31,922.69,1260.03,805.691
6230427J02RIK,318.383,250.732,256.738,139.459,113.8,113.504,184.905,216.529,482.979,254.747,140.835,138.498,84.7555,88.6615,106.616,92.6572,86.8805,96.4367
RNF123,325.047,276.248,299.484,316.701,401.042,475.383,493.147,484.754,344.334,401.352,624.78,472.447,392.96,337.991,652.059,664.515,599.395,524.736
APEH,292.946,257.852,311.548,347.968,352.505,399.722,386.061,403.605,378.946,444.897,517.177,449.052,392.414,279.005,413.51,472.836,437.792,435.124
DAG1,226.087,189.34,177.711,179.264,158.83,192.119,234.785,225.75,278.151,320.071,315.76,271.691,256.03,188.629,207.605,222.158,268.039,278.895
TCTA,117.584,104.53,97.5966,101.073,131.578,117.112,154.623,165.046,128.037,111.156,189.694,101.47,111.489,103.311,103.935,108.494,156.651,124.651
CCDC36,12.9348,13.0863,16.0053,14.4448,14.9257,14.5576,12.8285,12.81,13.1358,13.5231,12.1496,12.3695,12.5291,19.8702,13.5128,12.3682,11.678,14.2545
KLHDC8B,81.8056,101.119,92.6967,72.9868,82.4291,86.353,84.0953,74.5795,78.7033,77.8263,89.9471,73.5661,79.4375,79.2342,75.9141,76.5106,81.9447,101.95
NDUFAF3,184.562,193.043,275.631,252.353,285.121,248.642,216.639,218.597,222.889,226.188,357.038,268.11,262.154,243.563,228.011,208.093,235.347,194.188
WDR6,340.165,254.277,452.775,422.987,347.793,360.171,270.959,245.411,623.037,611.843,729.576,543.753,508.874,419.099,422.809,413.64,317.232,329.262
P4HTM,72.6326,73.1496,59.8723,52.6115,57.0377,63.1858,64.5105,62.7519,72.7963,68.9493,89.1352,81.8681,85.4105,75.8322,89.7133,85.5722,83.9171,88.0245
TREX1,182.588,173.084,142.673,117.398,149.44,253.205,217.42,215.133,168.507,174.375,232.681,166.8,156.38,171.397,141.827,156.88,182.346,200.963
ATRIP,208.658,174.318,175.7,233.901,167.015,206.339,185.813,211.71,232.523,276.532,315.64,322.361,288.48,147.507,191.063,198.282,198.457,154.084
FBXW21,14.8404,16.08,17.0196,14.2925,15.5945,17.5913,16.7136,14.9969,16.1445,16.288,18.8845,16.2922,16.4615,24.4694,16.643,15.7764,15.7263,19.2923
FBXW13,16.3387,17.1939,19.4511,16.1246,33.1109,20.7452,28.0025,22.9364,17.5262,16.8098,17.3243,19.1416,16.7506,24.4136,16.7199,17.8167,18.2905,17.8589
FBXW20,15.1659,17.6433,19.46,14.0861,19.6507,23.181,15.5007,16.4906,15.7287,14.6721,16.5318,16.6854,16.3782,21.3174,16.4978,16.2415,16.935,21.9967
FBXW14,13.5289,15.8864,14.3534,13.7727,17.7783,16.8701,16.4182,14.4654,15.7186,13.771,13.7456,13.1965,13.7601,18.6969,16.0646,14.8926,13.4217,20.5272
FBXW22,15.7016,16.7099,18.3487,17.7059,22.2181,21.2318,21.0652,21.9913,20.2216,21.9714,22.4612,24.9156,21.2822,33.2967,20.5826,19.4394,20.7656,23.2603
FBXW19,8.37644,10.0913,10.8964,9.53868,11.1967,11.3692,11.274,8.90924,9.27524,9.72798,10.2925,9.72065,9.88435,15.0106,9.9939,10.7487,10.1587,12.8348
FBXW15,9.80624,10.4619,9.92896,10.5688,10.0098,11.5001,10.5182,10.3099,10.5716,9.80226,9.83847,10.7059,11.7319,11.6671,11.4408,11.0532,10.027,12.0508
FBXW24,7.61571,8.85606,9.47487,9.20954,9.78447,10.2774,9.47533,8.30338,8.23029,8.47704,7.69486,7.79733,7.91468,13.3109,9.55326,8.3155,8.35038,13.2557
FBXW18,17.3313,19.5724,19.6018,15.7116,22.1184,20.2962,16.7172,16.5385,17.5339,18.9249,19.3572,17.7444,19.9643,20.1248,18.9951,17.2205,17.8426,20.3608
FBXW26,11.9395,14.0058,14.8291,12.0335,15.4772,15.17,14.5426,13.789,13.398,12.3491,14.4251,13.5869,13.5246,20.7287,14.4478,13.7442,13.94,18.7397
3000002C10RIK,117.907,90.2463,112.257,129.334,100.359,107.361,99.4392,91.4776,91.9024,117.721,162.911,135.995,145.487,76.7879,101.21,95.3211,83.2728,66.625
CAMP,920.829,429.72,92.9603,107.718,88.6579,94.9915,101.286,67.3981,56.0951,63.1178,65.5309,67.7237,65.9344,82.8889,69.5859,59.8627,66.7742,68.3796
DHX30,285.534,240.217,288.851,308.167,302.585,283.863,267.226,336.353,357.584,415.673,419.934,462.487,399.538,285.42,346.752,360.611,339.219,287.019
PTPN23,123.803,123.619,137.362,134.989,134.841,162.416,164.206,190.131,192.336,211.409,303.007,216.537,233.731,126.791,148.577,166.32,194.046,163.702
KLHL18,138.601,125.591,108.282,101.608,127.584,160.894,190.995,205.558,219.95,202.02,99.8584,94.966,91.8454,89.243,138.85,128.521,167.391,135.434
NRADD,120.812,126.971,97.8917,98.5391,96.7366,99.7297,105.134,99.6759,116.893,125.697,127.78,106.84,120.603,128.002,108.498,103.825,125.452,116.216
NBEAL2,411.861,336.869,203.997,155.281,124.344,168.704,209.089,193.894,590.174,573.132,426.725,292.7,326.1,556.166,349.593,499.465,404.206,462.008
PTH1R,40.9685,45.9942,37.8758,35.9968,40.6216,46.4279,42.4896,38.7219,45.2294,38.2219,42.9537,41.8502,41.2376,50.4471,46.0898,41.0116,41.6509,48.7229
TMIE,61.2078,72.7471,62.3662,62.6873,65.265,72.9403,67.0227,64.3174,60.2256,61.1505,67.8045,62.8257,73.406,142.724,307.298,378.85,326.498,210.891
TDGF1,43.9008,56.557,46.4844,39.0626,44.2271,53.3139,51.209,50.018,45.5713,49.3945,53.0606,44.7594,38.6415,52.5282,105.257,220.423,70.9757,118.062
CCRL2,56.6242,57.2256,49.9859,44.2521,61.5695,49.3832,57.1503,55.5149,254.926,107.13,45.275,43.6722,47.7496,58.4257,52.0009,49.2953,50.9917,59.6888
MLH1,194.599,133.99,148.145,239.901,120.777,112.6,120.567,179.743,181.785,227.498,172.245,242.796,185.048,74.7227,128.623,151.493,183.431,96.3869
STAC,42.9029,48.1712,44.3446,45.8487,63.8364,54.1335,47.5725,44.7149,43.5614,43.9752,46.8374,45.6555,46.7459,60.7618,50.5522,51.2586,48.986,72.3947
ARPP21,370.952,317.002,278.649,57.5141,45.6807,33.5426,31.7893,27.5053,187.12,453.068,1191.13,665.844,661.649,940.682,29.1167,30.6257,28.2433,32.8703
MIR128-2,49.3594,70.5178,49.4086,49.1105,49.0577,61.8483,63.0905,49.7289,65.0707,70.9251,86.5465,66.3665,69.1259,81.9018,65.4163,56.8218,49.3726,75.622
PDCD6IP,1088.38,981.39,1097.31,1079.32,1079.47,1083.09,1012.52,1166.49,1330.72,1341.79,1348.73,1111.8,1427.69,1287.03,1462.23,1660.65,1494.65,1497.44
FBXL2,78.7868,76.8462,64.7863,67.1348,76.7143,77.9302,75.0744,64.8887,83.7098,84.2966,84.1019,91.6844,87.666,83.3716,80.7603,72.0101,74.7958,76.1758
CRTAP,173.137,119.197,114.428,110.412,53.7982,75.9063,78.2437,82.4514,155.22,162.729,125.751,126.092,99.9868,57.9343,94.1336,123.758,77.1585,95.0856
CCR4,30.805,32.6034,33.4448,27.3768,36.3955,41.8604,36.029,34.3246,36.1822,30.3797,53.7585,76.3387,246.516,156.142,117.27,106.056,55.8032,51.3022
CNOT10,358.504,290.407,354.755,502.295,350.48,355.973,381.348,402.605,352.132,416.667,495.369,551.911,475.952,375.551,424.676,433.228,353.481,311.738
CMTM8,50.2045,55.6037,56.6256,52.8211,46.5864,44.4087,44.3856,40.1228,73.5214,52.6679,51.9694,50.085,47.9756,51.5514,36.4028,41.4929,34.7104,44.2413
GM5921,2564.28,2104.77,2096.16,2910.92,1084.11,931.245,1388.1,2028.93,2794.13,3320.23,2329.25,3245.32,2477.3,348.289,1716.19,2402.53,2534.77,1654.19
TGFBR2,278.34,291.334,606.683,499.626,873.884,1110.13,1541.41,1532.61,639.595,340.072,288.172,214.12,314.286,313.953,1989.84,1507.07,1694.75,1433.36
RBMS3,36.7244,48.8779,39.9466,38.5262,47.6527,48.6412,48.4512,40.6679,36.6849,38.0905,42.4539,43.2714,43.2575,56.3975,44.2972,43.6001,42.2733,53.1132
ZCWPW2,20.3493,19.8906,17.576,19.0927,21.4454,24.4959,23.524,25.7028,20.9389,20.2403,22.0719,18.5664,17.9457,27.8243,20.7872,17.684,20.2827,21.4322
CMC1,149.105,110.958,86.8356,110.668,81.2597,68.5743,75.9808,76.2397,143.821,165.831,143.91,149.569,139.309,98.03,166.817,128.938,131.171,124.381
PLCD1,69.1613,77.5132,66.7448,66.7501,69.8381,81.5201,80.2155,70.8381,66.818,63.965,75.6769,72.7195,68.8454,81.0055,72.1844,77.9648,74.2294,88.4004
ACAA1B,17.3811,25.5544,22.9545,19.6991,21.131,21.6378,23.3785,20.6615,21.2557,27.666,23.8804,20.2685,24.4435,18.1341,21.5699,25.0929,24.0316,32.0244
SLC22A14,29.8527,37.8536,30.6369,31.2188,35.4516,34.8758,39.283,34.4752,34.5362,33.1149,35.228,33.6227,36.3733,45.1844,35.7354,31.7793,36.6964,43.6427
SLC22A13,140.702,165.268,128.215,125.358,136.674,181.131,152.724,143.687,127.573,130.385,148.772,123.036,128.979,148.995,146.115,140.752,157.384,164.986
9330176C04RIK,80.9109,89.4046,72.6814,80.7647,77.676,88.9343,106.804,101.649,83.2605,83.771,83.2412,76.4722,83.4822,71.1896,76.2198,89.0726,99.0336,63.0754
OXSR1,518.835,402.105,648.39,770.346,633.53,625.998,519.752,646.972,582.055,721.402,599.437,736.634,690.477,505.413,677.869,572.7,682.047,530.441
MYD88,249.428,231.914,251.986,245.994,262.669,306.224,235.725,253.358,432.679,382.847,375.525,266.594,254.374,108.127,433.609,433.566,584.909,357.122
SCN5A,55.6624,75.6669,57.9349,56.7859,57.4024,58.9706,67.1268,61.0746,57.1127,57.4351,73.0453,68.6557,66.0269,104.065,71.6489,62.7224,60.5373,74.2106
SCN10A,39.2788,53.1253,42.9846,46.2332,46.91,49.404,50.938,40.0949,44.7583,42.4151,42.8411,42.3684,45.3038,61.1308,50.1159,43.8947,45.5202,65.0183
SCN11A,30.2368,36.2525,40.3194,34.327,46.5099,38.0381,31.7998,34.5644,37.3757,32.9073,30.3406,28.1827,31.3381,44.463,31.63,31.9604,29.0331,42.902
CX3CR1,176.265,201.224,79.0785,70.7119,87.6238,118.418,92.6112,79.5139,93.3871,86.8392,79.9779,74.7238,106.023,96.2314,87.0853,139.013,80.4443,118.646
GORASP1,138.505,145.85,114.417,122.405,151.575,166.239,150.306,159.396,131.497,117.24,176.764,179.783,148.412,117.091,182.656,145.039,152.193,149.061
CSRNP1,239.803,233.718,413.278,232.717,437.415,350.439,311.994,352.021,855.77,359.456,458.471,250.121,385.65,525.203,353.25,316.497,336.922,271.033
XIRP1,62.0223,75.9227,62.8918,59.1968,64.691,72.9373,81.2749,62.5912,56.2049,58.0799,64.94,62.2808,62.7322,110.703,73.3629,61.9441,67.1292,102.571
GM5922,35.5419,38.3775,34.3421,33.9385,43.8416,38.9867,41.3595,40.8529,37.1619,37.0807,41.6409,44.0195,37.8906,56.8123,36.5996,39.1559,39.5749,37.1093
ULK4,47.8103,62.4241,44.577,52.7908,51.6773,56.0526,56.337,47.0176,46.1124,41.5103,51.9456,48.676,56.7478,65.6044,50.2962,46.7597,45.2408,62.2058
CCK,27.6082,35.3747,28.2813,32.4777,32.4463,37.6616,30.7665,28.8067,31.6241,30.5792,34.7771,33.0445,30.7145,43.7417,38.224,39.4292,32.4365,42.6399
LYZL4,47.1198,49.5212,49.1436,45.2263,47.5561,53.871,52.9336,49.7972,51.3327,45.4628,49.478,44.8103,47.2783,54.0906,51.9343,44.7006,52.4194,55.1712
SEC22C,103.557,98.0518,69.7609,96.1106,82.0967,84.482,104.196,112.652,87.6643,103.52,139.869,126.163,133.555,140.453,248.537,194.427,205.183,141.805
HHATL,65.3599,79.8774,68.3868,67.3563,63.9194,83.4136,84.7189,66.195,64.2108,67.0473,73.8263,67.7587,70.2902,80.5874,79.7385,68.6918,63.2637,80.7493
CCDC13,47.9272,57.2589,54.2177,51.9322,51.5122,57.5914,56.0036,60.1353,53.5111,53.7131,57.499,55.4007,59.5519,61.0352,50.4893,48.581,55.4904,56.395
CYP8B1,44.0654,46.0476,43.6329,42.6937,49.082,61.2405,57.194,43.8512,46.4042,44.8464,49.3363,45.3413,50.46,62.6574,46.9449,46.2186,44.4738,53.0527
C85492,184.375,174.413,118.952,88.9488,112.425,115.332,108.095,85.5809,205.506,163.282,245.268,181.081,111.293,167.454,108.774,114.469,95.6897,137.412
ANO10,336.614,228.224,159.52,130.26,182.665,251.027,274.43,294.504,343.736,226.705,149.601,129.907,204.845,203.726,361.203,311.234,261.845,217.753
ZFP445,689.371,497.116,564.544,659.166,587.565,582.375,634.992,746.284,531.968,508.835,413.488,395.134,371.078,379.303,430.991,412.16,615.186,358.109
1110059G10RIK,148.674,122.576,164.009,245.305,187.332,120.327,117.235,173.988,189.808,236.206,210.247,227.155,270.035,106.065,116.41,120.166,158.425,80.7124
GM9856,174.472,148.56,118.061,102.356,132.853,128.791,157.235,161,114.665,89.8372,140.512,113.875,120.097,180.477,162.556,142.139,189.63,171.596
ZDHHC3,720.912,572.444,503.967,598.144,452.992,543.643,401.359,389.741,652.863,732.487,645.417,736.747,654.344,348.571,751.244,793.453,550.48,619.46
CDCP1,45.3094,50.2515,37.8345,35.5572,41.1938,45.4386,49.0242,39.6829,44.9049,40.9169,42.2263,37.6024,40.0197,50.1597,48.3161,44.144,46.189,58.6503
TMEM158,82.6214,92.3765,79.2716,83.2119,73.1886,76.3435,97.8258,68.5496,91.5605,89.3338,90.523,98.4421,99.7439,133.953,96.3585,94.2742,93.7909,100.505
SLC6A20B,66.7573,76.5938,66.553,54.65,77.5112,76.8276,71.8088,77.8731,69.4344,70.6286,92.0671,79.503,78.7824,67.4658,69.2885,70.0176,81.738,92.8922
SLC6A20A,52.7107,65.77,52.6962,50.5019,61.7559,64.9644,62.4222,55.358,47.0713,48.4067,60.2957,53.1079,57.2618,60.6563,55.0471,57.7279,58.8446,61.9245
GM10052,4307.63,3406.11,3287.16,3991.51,2746.78,2539.64,2029.8,2399.61,3816.54,3497.98,2816.08,3465.37,3449.91,1716.32,2245.97,2415.44,1669.23,1516.37
FYCO1,194.17,190.265,135.23,146.181,161.223,192.704,250.122,278.607,133.468,126.549,176.541,117.196,136.936,179.823,198.145,262.166,254.345,222.171
XCR1,40.4378,43.4636,45.0154,43.7211,49.6854,60.6729,56.6194,51.0325,45.4517,40.9822,46.3708,53.6734,62.3997,66.8979,53.5688,40.7927,48.1331,49.4467
CCR1,120.633,51.6346,21.7339,20.0326,20.7955,30.2013,27.2503,21.0152,16.59,17.2693,20.5173,17.8841,15.7212,21.4132,16.8414,17.0748,15.0209,27.553
CCR1L1,22.2229,25.8206,20.0473,20.1282,21.2128,25.7654,24.4382,23.9577,22.1985,21.0383,24.5896,21.3456,23.1512,29.7266,22.0309,22.4012,24.2101,27.6357
