GeneSymbol,proB_CLP_BM,proB_FrA_BM,proB_FrBC_BM,preB_FrC_BM,preB_FrD_BM,B_FrE_BM,B_FrF_BM,B_Fo_Sp,preT_ETP_Th,preT_DN2_Th,preT_DN3A_Th,preT_DN3B_Th,T_DN4_Th,T_DP_Th,T_4SP24._Th,T_8SP24._Th,T_4Nve_Sp,T_8Nve_Sp
CHRNA3,28.0691,34.9357,30.5017,31.4022,34.2806,32.4026,34.3337,29.3466,31.6333,34.0083,33.6201,32.1054,33.9845,47.3863,36.0597,33.2546,32.5376,44.41
CHRNB4,70.2005,82.0229,62.8918,62.3326,77.3574,76.9275,86.8018,63.514,70.3393,61.136,72.362,68.8165,71.9868,94.6138,76.3033,77.5518,71.3697,111.31
NRG4,41.6595,42.5709,32.0093,27.3134,31.3019,37.0517,34.2932,34.5401,35.0934,38.9147,33.6047,32.7376,33.3604,37.4987,30.818,30.3527,34.7417,34.3499
ETFA,445.053,347.882,466.944,784.327,362.963,237.492,212.96,306.893,304.46,346.962,187.348,358.841,297.801,184.441,309.398,404.077,235.184,241.172
SCAPER,362.943,264.045,206.851,222.433,223.04,380.589,442.421,535.529,258.596,182.779,205.826,158.779,172.336,157.839,340.922,268.908,337.549,246.443
RFPL3S,7.67732,9.12675,9.2138,8.59182,10.1562,8.66622,9.5277,8.19425,8.46464,9.0654,8.78629,8.54372,7.99215,14.476,8.17404,8.29138,7.86651,11.8394
TSPAN3,416.572,327.13,226.861,259.545,195.157,165.719,128.307,139.123,762.514,881.948,874.948,627.76,751.795,326.904,239.006,275.738,224.612,225.566
C230081A13RIK,616.013,412.836,189.232,181.467,153.979,200.168,236.295,294.787,464.307,258.214,231.254,197.295,247.15,212.529,256.606,425.725,296.749,401.106
LOC236598,31192.8,27955.9,26804.7,29081.6,28783.2,27420.8,28818.7,25707.6,25398.7,25427.3,22551.6,22531.8,23839.1,23533.1,26581.5,25225.2,23049.9,26311
LINGO1,49.7477,60.0751,57.7214,55.9949,55.3452,64.2402,61.3135,53.6321,52.5258,52.1695,62.4813,55.235,52.4865,89.4627,57.6294,59.1593,57.3042,64.3149
ODF3L1,39.3301,43.7622,42.54,39.2231,39.8993,46.0237,48.833,43.1672,44.0071,43.141,41.4407,45.3876,43.9875,46.3983,46.8016,41.416,48.3484,57.3578
SNX33,86.4304,97.0196,159.023,119.453,204.378,137.244,131.956,122.205,107.873,72.6209,92.596,70.8019,106.148,130.489,145.258,119.831,131.268,158.179
NEIL1,112.139,105.554,325.829,458.032,720.405,208.753,163.985,146.875,95.5697,126.125,195.178,114.242,131.792,189.727,111.075,129.634,99.5147,129.747
COMMD4,290.796,239.602,356.671,386.752,420.261,355.942,341.615,301.017,365.739,349.125,478.753,350.616,366.036,286.547,361.191,352.17,373.989,248.287
1700017B05RIK,424.384,430.879,420.615,405.397,504.945,359.047,271.968,226.057,756.867,603.722,477.614,598.884,454.423,371.75,421.474,541.507,337.612,350.021
PPCDC,228.8,221.952,159.349,201.613,216.609,210.732,321.255,352.332,251.664,197.845,218.659,180.839,172.038,136.585,186.199,186.429,241.996,187.167
SCAMP5,71.4715,79.7263,64.0826,64.4499,78.7946,72.4063,76.4069,65.1015,58.9511,62.3504,67.2997,63.8226,67.814,74.1611,62.7997,57.0734,62.0568,63.2739
MPI,250.545,202.054,338.002,375.03,324.763,248.727,191.89,198.04,264.398,329.786,369.547,411.205,415.859,230.983,335.498,212.006,275.515,189.38
CPLX3,31.9086,35.1129,40.9176,35.4396,37.5291,35.5937,40.653,38.878,35.2021,33.2763,34.7163,37.3097,36.8242,40.0834,37.2016,34.5904,38.2315,44.4938
LMAN1L,65.9185,76.8124,58.0232,56.418,68.8865,82.3777,75.9843,65.1088,65.2641,67.964,63.6038,62.6171,62.1141,92.9467,71.3495,71.1547,71.7964,100.578
CSK,991.599,968.885,1388.34,1671.29,2055.99,2637.01,2120.91,2299.76,1397.73,1438.22,1297.27,1406.66,1327.49,900.357,1913.73,1575.02,1613.81,1269.66
CYP1A2,19.9064,21.9686,21.3909,19.1526,21.7513,23.5734,20.3493,23.7872,22.9582,23.1929,22.1144,23.1172,22.4445,39.5777,23.4867,21.1591,24.8402,29.8101
CLK3,538.631,476.609,641.252,569.922,769.603,623.501,566.661,524.74,529.156,532.556,896.877,664.056,862.954,1883.4,620.801,588.034,558.021,504.077
ARID3B,100.628,117.607,103.813,130.864,253.637,293.092,399.822,417.994,78.0525,90.5982,139.573,108.807,146.089,229.557,263.061,213.733,282.077,203.445
CCDC33,60.9552,72.5584,69.8724,62.9817,71.4005,72.641,70.8409,65.1283,60.3177,59.6688,61.2559,64.0759,62.0277,75.9279,70.1924,62.3953,64.6864,72.5139
ISLR,73.6937,73.704,53.0134,47.0536,50.446,61.742,56.903,51.8673,93.2784,69.5635,80.349,63.9236,54.6048,64.2895,53.7094,68.6088,48.4862,62.2835
ISLR2,51.497,67.5522,55.1273,52.9035,73.6589,74.001,67.3115,54.4325,51.247,52.8887,61.0429,55.3822,57.5046,84.6233,66.7226,61.3627,57.3453,75.3636
PML,663.346,693.483,963.321,847.605,1291.98,2568.46,2087.8,2186.21,673.874,916.229,816.633,737.797,734.545,441.535,1119.12,1115.87,638.676,718.906
LOXL1,62.8539,71.2756,60.5605,57.7178,71.9949,70.2987,91.0984,72.7957,56.456,59.2528,68.9719,56.2194,59.7967,78.8306,68.654,63.0376,63.1373,73.9927
TBC1D21,16.5824,19.8511,16.9233,16.0107,18.8666,16.8875,19.4558,17.7876,18.4587,16.8059,18.0761,18.4495,18.7365,22.9657,17.4344,16.4822,17.2498,22.4698
2410076I21RIK,36.8692,44.9247,41.0077,33.7275,49.5716,58.0108,51.7355,57.4492,35.5174,35.2219,39.739,36.3139,36.9084,50.8914,42.5051,41.1719,44.6852,48.7128
NEO1,23.6492,26.9048,27.9634,22.188,25.9863,28.0478,26.4459,25.6702,24.6831,23.1331,26.4355,26.3179,26.2346,29.2781,27.3395,24.129,27.709,28.3534
BBS4,64.2484,50.7667,87.6503,71.2233,70.8279,62.4038,60.1533,90.5731,65.8924,84.3304,101.118,62.807,80.9981,75.7289,79.3505,68.8209,86.432,63.7522
ARIH1,1202.91,984.78,1302.31,1145.45,1174.08,991.825,1132.19,1460.09,1273.25,1190.13,987.809,1022.99,1018.22,851.763,1010.51,996.922,1322.75,790.876
TMEM202,14.4521,19.0527,16.8355,15.2799,19.4395,16.113,21.6916,15.5534,14.899,15.2135,15.1945,15.3439,17.0147,17.7658,17.2843,17.5406,16.0376,24.2386
SENP8,34.9227,24.5238,26.467,31.9971,25.6005,21.4364,22.7696,27.6694,28.8405,38.3977,32.7229,33.493,34.0049,28.7328,29.4463,24.8545,28.4116,21.1088
NR2E3,40.5051,54.0921,31.6793,37.6708,41.4011,53.6565,45.5186,42.3385,39.6224,42.6324,48.5226,36.5398,42.4775,39.3137,39.8866,38.6284,44.5387,43.0028
THSD4,38.6164,46.723,41.6468,39.0785,45.0299,44.2871,46.5851,40.7138,37.7069,37.1084,42.4684,38.548,41.4995,51.3806,40.9151,40.3815,37.3631,48.0952
LRRC49,140.533,88.0268,93.5229,101.013,52.5246,41.5802,38.4126,32.3508,91.9089,60.0113,50.0239,58.6331,53.884,36.2739,33.416,29.876,34.2411,41.5524
GM9869,59.2862,68.7792,71.9728,61.9051,65.0781,71.9075,68.5267,64.5403,51.6052,55.4139,62.7982,54.4177,59.1435,78.2901,55.0999,49.5122,56.9969,57.8713
GM10655,116.331,166.13,106.112,106.356,142.926,139.169,141.476,104.528,116.308,113.703,135.318,114.557,125.726,181.444,132.491,135.329,123.344,189.617
KIF23,830.667,787.866,767.424,1661.67,672.756,258.815,78.3129,64.6038,533.896,519.703,244.667,602.482,583.372,405.354,249.721,309.39,76.7037,111.815
PAQR5,191.411,161.968,78.3401,81.1066,87.3785,87.6127,94.0309,79.833,105.072,92.3851,135.687,91.8081,86.6809,111.824,78.1115,73.4903,80.3894,107.303
GLCE,111.48,92.4459,75.8668,96.0112,83.1667,84.6992,88.3374,95.4243,92.2929,95.8018,70.8339,91.6729,99.6786,68.9747,85.649,79.1284,73.0437,63.9528
SPESP1,107.437,132.674,98.2937,106.783,107.859,118.983,129.775,101.571,106.619,107.598,111.383,110.851,107.085,147.748,133.258,118.13,101.448,138.775
CORO2B,48.9359,47.7379,59.1782,46.2911,45.0818,42.9841,41.6414,38.2106,50.1685,69.4833,78.756,81.4406,115.571,101.761,50.1569,39.9582,38.5296,59.41
FEM1B,739.457,646.784,884.401,1070.9,679.892,705.498,628.044,628.875,723.351,695.301,514.962,756.924,696.461,534.645,596.8,561.81,561.074,444.407
GM10653,6860.5,5668.12,5745.85,7775.57,3898.76,4076.3,5247.12,5763.17,8143.09,7103.58,6010.15,7173.9,6041.81,2153.84,6242.21,6822.12,5968.83,5953.7
PIAS1,625.228,462.191,723.27,875.847,875.425,619.381,761,1014.34,506.077,554.528,525.873,486.594,599.1,505.849,551.146,577.435,852.96,462.404
SKOR1,35.7627,44.3868,34.6161,32.5211,40.049,44.7354,42.2997,36.1909,33.0636,32.3269,36.9724,34.598,35.8372,60.4886,42.5646,40.4029,37.629,47.0657
MAP2K5,498.209,400.078,444.589,428.814,409.505,323.639,364.469,450.769,550.865,661.24,695.939,616.058,573.751,415.095,337.175,372.212,403.566,307.832
2300009A05RIK,155.14,186.075,155.689,158.988,147.342,165.921,206.196,183.652,176.885,175.659,195.923,210.823,189.044,195.777,201.219,179.625,203.748,216.46
IQCH,21.8786,25.902,23.9928,24.0294,25.8689,29.0858,26.0988,24.0865,23.3508,23.3377,24.9748,23.9793,25.6817,35.3507,24.5239,23.2286,23.5172,31.3762
SMAD3,527.407,430.889,614.631,264.994,491.835,303.85,313.464,291.022,687.881,576.336,698.05,675.296,696.861,459.699,655.814,544.684,551.669,475.981
SMAD6,64.695,71.0388,62.5188,53.8123,65.6036,73.8617,71.3641,53.7633,74.8565,61.7368,69.4728,67.301,67.0487,88.3515,71.3097,73.8911,67.1335,99.1568
ZWILCH,159.289,127.327,139.518,403.57,102.62,50.1541,34.5916,31.9064,129.174,250.054,71.6242,301.482,251.711,55.8485,57.7193,80.4121,26.3295,26.4885
MAP2K1,354.794,306.03,312.351,321.715,340.29,568.297,981.719,1096.16,391.951,383.069,376.65,384.712,331.275,229.453,578.258,489.007,518.431,376.311
DIS3L,228.051,174.645,201.27,241.693,169.129,180.193,184.538,206.232,225.959,226.418,173.758,229.492,231.211,161.395,183.312,181.493,166.557,163.984
RAB11A,277.358,205.162,317.838,309.618,272.549,222.351,196.043,303.165,340.243,279.331,213.592,239.221,242.476,131.476,252.508,237.209,265.474,125.29
SLC24A1,54.2644,70.1011,55.1162,56.2523,63.5863,65.7573,88.607,83.5952,62.5885,69.6059,64.6786,73.9765,71.3809,79.4484,59.9069,61.9666,62.1975,84.2467
PTPLAD1,222.287,148.613,225.633,231.497,197.99,180.028,205.642,268.437,368.617,424.799,336.853,494.454,481.68,162.426,600.597,488.108,603.672,265.916
KBTBD13,37.8697,45.7834,37.4688,33.6056,30.3257,38.496,44.0215,38.0606,39.177,37.7407,39.0687,35.4172,40.1028,51.0095,44.6273,35.714,38.7962,45.4483
OSTB,39.424,41.033,41.88,38.4821,44.8864,37.0001,41.7695,40.3456,36.916,37.356,39.7642,39.9735,39.1239,39.362,36.0544,42.3254,40.8309,44.3808
ANKDD1A,88.6631,99.7849,75.7816,75.4785,81.3848,95.2476,88.7818,87.479,91.3769,85.2974,92.3445,82.9929,90.9907,83.7399,79.088,82.9188,87.763,109.451
PLEKHO2,113.31,98.1141,106.901,83.3266,113.789,146.77,174.363,184.399,204.72,94.1135,75.7058,62.9387,77.1031,104.478,85.8762,105.984,84.7543,96.2112
GM10144,46.7327,56.4453,45.9316,42.1945,45.3728,48.605,45.6001,45.2391,31.7258,37.5632,40.2972,37.2976,35.4978,59.6724,52.2108,46.2928,41.6625,68.8291
ZFP609,256.57,227.492,240.616,183.998,207.115,200.814,224.392,245.516,259.122,189.337,226.141,233.195,236.298,213.266,220.68,177.66,207.351,154.289
TRIP4,181.388,141.08,225.983,217.512,238.994,247.91,200.694,251.807,155.946,168.576,176.021,155.667,194.341,166.592,243.264,201.215,230.538,150.733
SNX22,47.4471,58.8626,58.8397,53.0596,58.568,61.1369,60.4674,47.261,54.6709,57.8204,59.1358,50.8637,56.8523,79.4861,69.1812,60.2046,54.8688,81.7029
SNX1,463.913,371.249,607.745,644.013,572.802,513.311,356.606,504.423,462.419,634.624,556.073,543.958,577.241,238.544,423.306,417.06,482.635,276.52
FBXL22,87.627,103.5,111.688,85.8906,173.131,104.606,113.312,95.6909,134.192,107.022,116.219,100.597,116.637,147.221,115.232,116.378,136.567,138.334
USP3,767.2,584.504,839.945,578.415,1099.44,681.825,534.974,610.009,845.946,792.403,1070.73,759.36,983.22,1214.71,1065.17,1011.81,1035.69,885.073
APH1B,91.3583,114.239,107.825,63.1138,86.1073,91.1653,70.3041,60.8503,87.6906,74.9355,109.637,54.8324,70.0664,63.0804,69.0458,64.6008,53.2802,66.4167
APH1C,135.135,142.01,91.5469,86.8087,114.542,104.868,99.8128,67.7196,148.513,106.049,144.898,96.0111,93.7718,144.611,101.11,87.4166,84.3124,120.629
RAB8B,1069.61,818.578,801.666,689.294,456.963,535.354,707.227,811.256,1346.52,1361.5,974.854,858.916,810.457,508.369,956.498,1137.54,1122.02,1049.19
LACTB,153.791,133.212,110.329,161.17,136.134,160.975,202.322,236.178,135.535,147.442,62.4296,73.1088,104.248,72.9532,156.892,141.052,127.926,138.521
TPM1,99.655,100.393,113.873,105.254,146.377,132.016,141.68,141.995,99.6649,107.443,65.5124,81.7925,101.659,131.266,114.73,123.51,102.286,111.085
TLN2,50.4866,62.9958,46.4791,49.9775,51.3372,56.9551,55.1011,52.7883,50.2553,48.1456,58.3129,56.2497,56.0897,61.1119,56.3151,51.0971,51.3152,64.8605
MIR190,5.41636,5.55433,6.27462,5.54837,6.6366,6.03381,5.66186,5.278,5.68189,5.67898,5.79489,5.60734,5.83183,8.19196,6.20267,5.71277,5.64927,6.69396
C2CD4A,256.498,341.968,234.635,208.792,275.015,260.343,287.237,175.788,263.838,237.899,260.241,249.858,275.651,414.577,285.338,253.594,255.02,305.769
FOXB1,46.8528,57.4119,47.783,42.4202,48.6515,59.9868,49.6948,44.0918,51.3028,43.6692,52.2749,50.574,50.9941,83.5328,54.0492,56.9091,51.9551,70.7755
GCNT3,39.2302,44.7939,40.105,40.6156,43.5434,52.3495,53.3683,40.7101,43.1719,42.5377,45.7111,45.5494,44.8158,44.6205,46.6261,40.1427,41.4794,58.4403
FAM81A,39.6242,49.8098,40.4424,40.6128,44.4933,46.3873,46.3507,39.145,42.587,42.6765,47.4448,44.0803,44.5639,60.5569,45.9535,43.2978,41.3046,58.9253
CCNB2,739.215,760.543,1260.18,2828.23,1139.46,236.929,80.7546,71.9206,313.344,538.986,244.506,868.599,1050.58,561.038,407.876,501.087,67.5168,90.1478
RNF111,411.817,362.368,442.606,401.359,703.176,722.625,551.377,644.146,431.633,438.572,452.592,337.976,379.113,442.782,443.317,431.6,526.892,391.385
LIPC,36.0664,43.0447,40.3382,36.8007,63.8858,52.8825,45.8028,39.3558,39.3948,36.9285,39.7176,39.7542,38.4997,40.92,36.134,37.4082,38.9523,48.2738
AQP9,113.823,93.0559,38.7182,40.9566,48.1801,48.1462,42.0757,40.946,187.086,114.648,42.6642,38.9677,38.5768,40.3185,75.191,62.2561,55.935,59.8238
GRINL1A,416.592,376.978,468.205,591.034,459.818,375.09,357.136,413.866,535.382,519.079,526.23,556.938,550.189,248.699,470.34,397.749,455.308,326.214
GCOM1,38.7738,48.4608,76.2002,96.4038,285.113,198.189,61.2795,60.5429,37.7582,57.1701,169.175,159.123,127.3,101.543,39.5962,43.7362,41.4773,52.8606
CGNL1,39.5213,43.7028,42.2131,36.427,38.0788,39.1838,37.698,37.4415,36.6463,37.89,39.9767,33.3897,36.674,45.0024,42.7654,37.0551,39.2889,50.4027
TCF12,725.186,672.793,1221.45,1258.26,2047,944.354,697.589,947.239,658.104,1198.19,2531.61,1764.12,1996.62,2277.76,809.727,941.857,932.115,738.046
GM10641,19.6064,21.572,17.4919,16.324,17.8739,19.3976,18.1743,17.4592,19.0938,16.4782,18.7976,17.739,18.4101,32.2418,20.26,19.1879,20.1297,28.2493
TEX9,168.771,142.26,116.025,260.217,95.7143,106.727,89.2625,112.724,109.838,143.417,82.8801,109.345,132.288,93.4703,72.8078,94.4593,70.2042,61.9398
PIGB,197.647,147.342,138.426,163.717,121.671,126.868,166.171,200.209,173.03,218.679,182.293,220.797,180.589,103.191,203.933,175.272,180.828,150.783
UNC13C,14.7981,17.64,14.4301,14.9102,17.4682,16.1438,17.1561,16.235,15.5529,17.1417,17.1421,15.4761,16.6564,21.451,18.6769,16.3045,17.3216,19.7943
MAPK6,429.528,375.637,581.256,679.933,530.141,504.83,408.035,480.7,761.7,659.269,428,687.122,623.14,484.48,518.072,445.85,396.284,319.415
TMOD3,725.644,631.415,861.021,826.888,1180.25,1522.14,2140.58,2071.02,585.389,596.114,328.039,433.555,562.619,555.801,967.271,977.735,905.033,952.058
TMOD2,30.6949,40.2454,31.3283,28.8122,33.809,28.1739,32.0611,27.6338,30.4119,29.9511,29.5135,32.2892,31.5758,35.9567,32.1104,32.3695,28.5658,39.886
SCG3,13.6542,16.6467,15.7378,14.989,16.3671,14.4638,17.8223,15.3839,15.058,14.2533,14.5516,12.7917,14.2036,21.0205,18.3904,15.4918,15.347,19.4488
GFRAL,9.69144,9.86321,10.0676,10.8411,9.99718,13.401,12.1697,11.5085,9.84253,9.79961,12.5161,11.8182,12.8566,11.7797,11.1694,10.6614,11.1781,12.7005
HCRTR2,25.0146,26.6607,28.4548,23.3076,30.1571,43.1614,80.3111,94.4672,24.7098,26.5026,25.0427,22.6982,24.6699,34.6909,26.3776,24.5105,26.4748,35.7871
FAM83B,15.4793,19.038,15.8415,16.487,18.9433,17.5288,16.5451,14.1645,13.3714,15.5156,15.4446,15.0188,15.5615,23.5059,15.4899,15.3948,14.6895,23.1736
TINAG,11.5115,13.1095,11.552,11.1238,11.843,12.1641,12.6713,11.7141,11.7076,13.365,12.8478,12.2183,13.0393,16.9593,13.6759,13.0139,13.0894,15.4063
2310046A06RIK,24.6851,30.8928,28.0856,28.288,31.3895,29.5706,31.5868,29.9788,30.9463,28.861,27.4371,31.7003,32.7209,37.4964,29.1986,27.2604,25.0422,39.5424
LRRC1,193.777,136.903,189.03,175.121,201.551,140.892,115.289,142.844,235.9,284.951,264.05,316.166,316.583,381.102,326.276,272.829,360.234,182.887
FBXO9,210.057,172.317,191.412,215.813,204.453,205.95,247.151,276.538,226.357,240.905,220.739,233.729,237.156,213.431,299.699,291.784,299.504,208.43
OMT2A,6.47244,7.25031,7.34752,6.83917,7.37596,7.65789,7.05237,6.31242,6.71143,6.37476,6.68768,6.62736,6.50092,9.2697,7.34685,7.18199,6.6316,8.62074
GSTA2,34.7099,38.4315,33.1563,33.991,40.6784,38.0741,39.3582,36.1185,32.4158,33.1572,37.0726,35.6845,37.5346,49.2827,36.635,32.2801,32.9342,41.582
DPPA5A,36.1251,52.0441,46.4737,38.512,44.9307,60.653,57.8034,44.1741,43.9911,31.397,44.8193,48.6876,42.7861,58.4459,46.9334,49.5158,40.1541,95.7127
OOEP,124.028,166.257,122.989,133.353,154.353,165.449,174.213,152.442,135.538,131.219,134.365,139.919,147.923,168.549,147.813,139.152,157.809,185.046
E330016A19RIK,89.779,73.2094,32.1975,25.4364,29.1448,30.7127,27.1251,27.0248,66.1308,87.7609,37.6097,58.1001,48.6763,43.0504,39.3576,46.1346,42.3241,44.6668
EEF1A1,14144.5,11019.9,11450.9,14001.1,10768.9,10572.9,11815.8,12635.8,15803.8,14060.8,11748.1,13067.2,13881.5,5276.21,14330.4,14111.6,13279,11176.7
SLC17A5,156.344,124.858,135.976,174.076,189.921,158.687,171.27,172.449,190.123,185.156,141.872,143.513,193.071,261.27,152.266,133.543,176.785,135.718
GM10635,9.28438,10.7021,11.6395,10.7982,12.8683,10.2183,11.1301,9.82247,9.92043,10.3253,10.62,9.53202,10.6736,20.5259,9.9138,9.68659,10.3412,16.2412
COL12A1,29.0636,33.1899,32.9523,27.1772,31.8829,31.0575,33.9757,30.1083,32.8735,30.7423,31.7427,30.9683,31.2827,41.1828,34.3805,32.3556,32.1864,39.7505
COX7A2,225.531,230.826,297.416,390.173,225.024,148.158,160.159,209.545,225.101,179.807,134.923,276.422,215.015,196.258,225.664,258.02,189.438,191.067
TMEM30A,580.101,412.664,480.364,399.361,470.974,375.114,475.194,571.186,345.116,304.842,225.061,230.542,307.131,323.786,436.468,455.19,487.655,344.398
FILIP1,28.1323,29.7575,29.6528,27.3575,24.8272,26.6979,30.0348,23.1641,28.8672,22.9553,28.0856,24.0516,26.8878,29.7226,28.4102,26.2446,23.6575,34.6662
IMPG1,13.1509,15.0886,15.6682,15.1264,16.6246,15.2987,14.2564,12.6557,13.5336,14.0757,15.8151,14.952,14.6488,24.0688,16.7679,16.1457,13.2648,17.3961
HTR1B,47.4388,60.6087,47.557,47.1024,48.8857,50.7037,55.4902,44.076,47.4403,47.7545,56.7528,49.3848,52.8588,67.2632,56.5629,49.6847,51.0789,65.8539
PHIP,744.028,657.717,983.918,951.916,1093.04,797.972,973.515,1235.36,503.962,459.313,308.239,347.386,423.228,472.341,385.87,371.424,644.858,287.772
HMGN3,52.8893,55.9762,140.685,113.563,81.5612,68.1283,24.8335,28.9656,37.2556,45.8993,121.771,65.8125,43.6517,29.2098,23.5813,18.2803,20.4135,21.6618
LCA5,81.252,93.0406,93.4313,102.392,94.743,95.6003,75.1488,80.0972,73.6446,73.7528,106.052,62.7383,69.6559,107.661,59.9821,62.3603,63.9128,70.7051
ELOVL4,34.2533,38.3042,39.361,35.0863,35.5428,43.4053,37.1456,32.2212,37.0914,30.8572,36.363,38.1404,33.5651,43.1448,46.1559,38.9867,32.9806,47.6285
FAM46A,81.1598,52.7387,75.3109,37.6887,135.027,181.074,186.422,273.478,38.2422,31.417,41.8642,33.4027,42.987,56.2312,57.6507,98.4798,193.275,221.488
UBE2CBP,196.072,145.375,107.828,105.561,71.6915,102.669,95.3701,103.63,231.86,223.96,286.825,317.093,248.39,67.8794,154.894,190.585,174.432,188.718
PGM3,119.835,88.1532,88.5444,114.116,74.4684,71.8927,112.631,135.679,134.005,131.639,101.715,157.217,126.022,46.9131,86.054,88.6676,123.104,75.5055
SNAP91,68.0375,80.8372,69.348,61.1655,72.8295,79.4074,79.8554,63.343,69.9874,66.2102,78.9138,69.987,74.0738,98.7257,79.9152,67.9793,75.1231,94.0626
4922501C03RIK,118.235,94.7155,113.387,143.651,105.012,92.4799,120.964,152.462,89.1621,89.4897,61.2158,81.4048,81.0345,68.4715,67.1623,86.2009,91.6098,73.3599
SYNCRIP,1840.94,1571.33,1757.56,2178.41,1286.4,1310.39,1124.18,1406.04,1563.5,1649.81,972.268,1508.26,1575.63,982.954,1190.02,1212.72,1134.34,833.597
2810026P18RIK,423.857,399.578,392.77,619.277,253.697,181.655,176.97,204.752,390.848,293.161,225.226,433.806,350.947,116.413,286.293,246.453,253.393,202.968
GM2382,144.775,124.938,94.4861,106.222,109.169,143.167,167.839,229.279,135.931,107.879,94.3772,79.0769,94.0954,63.3183,131.356,117.418,150.39,78.9994
BCL2A1D,66.1309,68.5677,62.2162,49.9912,68.5879,116.455,155.142,237.19,96.8447,56.1302,61.3305,64.3452,85.0423,94.6177,133.684,105.557,142.635,103.163
4930579C12RIK,14.7466,16.3792,13.8066,14.5182,16.7635,15.5137,16.3039,14.8082,15.8232,14.957,14.4761,13.8497,15.9616,22.3596,14.9812,14.6762,16.0738,17.7613
AF529169,44.4583,54.7006,43.475,46.4352,51.5578,56.5974,55.1405,47.084,45.2166,43.5212,47.7329,47.9588,47.077,59.1658,49.1185,47.8665,42.8151,43.0454
TMED3,242.635,185.734,71.155,80.7161,67.826,85.6256,72.6117,78.8785,163.628,173.526,175.721,108.206,88.4421,58.9891,95.0925,109.239,93.3456,89.0956
ANKRD34C,24.135,25.3622,24.375,21.4159,26.1449,24.9564,24.3286,20.9646,28.0625,23.7492,25.6889,25.716,25.5828,37.1316,22.2788,24.5554,26.48,26.4057
MIR184,21.9003,23.1903,22.9022,20.8587,22.0438,26.6998,22.7751,26.0206,23.1636,22.5719,23.8865,22.7551,21.5005,20.2862,21.528,21.943,23.101,18.585
TBC1D2B,460.171,365.205,199.076,100.322,126.836,77.2627,51.9613,55.199,366.635,483.536,609.54,472.375,443.464,333.206,547.721,604.477,513.79,431.601
ZIC1,30.8241,39.0891,35.0182,32.8683,37.5744,32.9092,33.0937,28.5229,32.1383,34.7705,38.0619,34.0106,33.1991,48.1827,36.0823,34.931,34.2365,43.5471
1190002N15RIK,96.2999,75.6522,62.8133,81.2312,61.9316,56.8115,44.9225,50.8548,71.7373,105.245,113.056,127.806,133.186,88.0269,64.7673,74.3188,69.9243,63.3483
CHST2,90.3259,105.257,94.3285,89.9106,91.2865,98.0836,105.303,82.552,164.552,127.872,99.3264,125.608,170.75,154.148,127.337,106.162,125.327,133.462
2610101N10RIK,578.945,529.934,606.94,828.256,522.78,409.826,442.067,565.682,487.938,479.8,273.613,486.876,490.678,342.668,355.461,363.129,438.743,248.559
TRPC1,32.2432,29.9956,28.7018,30.7187,36.3987,34.9602,34.6814,29.6408,30.9384,32.2638,33.8273,30.6006,30.8736,36.7042,32.8892,30.8923,31.2076,38.0132
PLS1,38.5792,46.5238,39.6294,42.8569,45.6556,46.977,43.2456,39.151,41.3671,42.3088,42.4226,41.84,38.6597,45.2736,44.9543,44.1139,44.4133,51.6421
ATP1B3,2537.13,3809.67,3912.02,2754.22,2072.88,887.169,825.057,1055.53,5084.64,5438.84,2374.95,2404.66,2878.86,588.477,4770.78,4200.7,5846.13,3497.49
BC043934,41.0324,54.4748,272.645,55.4077,120.322,53.8846,68.3054,80.2345,47.2309,30.8251,71.2688,48.297,61.1774,73.0387,214.332,177.564,262.395,168.814
RNF7,318.785,261.407,290.317,364.816,214.914,139.511,134.622,209.062,117.502,106.557,114.914,137.647,111.85,91.6177,177.401,207.403,139.675,102.255
RASA2,254.524,193.227,240.284,402.151,285.688,392.36,549.416,822.326,369.198,229.359,126.586,263.373,392.4,345.318,459.527,512.876,621.17,331.32
ZBTB38,165.14,152.775,107.553,96.6642,89.6576,116.865,183.136,170.097,179.856,155.995,175.721,111.756,124.016,130.97,147.688,119.714,145.157,128.961
ACPL2,154.786,120.746,74.9643,92.8114,62.6696,59.4311,44.0633,39.7115,125.911,104.7,64.6501,78.3332,78.8623,66.2831,140.323,122.235,166.288,120.06
SPSB4,57.9115,67.3691,60.605,59.1189,62.4878,59.218,57.417,41.2932,55.5782,56.0413,57.5421,51.2609,51.2537,78.471,52.9508,56.9947,56.2275,65.0867
TRIM42,45.9501,53.5225,49.5778,43.2072,48.5231,57.1526,56.3729,43.8954,48.781,49.4152,51.2197,51.6219,57.411,77.3229,54.4139,51.5999,49.7273,81.5444
CLSTN2,35.4356,48.1652,36.936,34.1768,42.7863,47.6004,45.2706,38.8113,39.0785,41.5453,41.4258,40.4815,41.7015,48.1768,39.252,38.0254,39.4679,51.8592
2610303G11RIK,45.1733,47.8256,43.6293,44.6731,51.1426,48.0759,53.429,50.5891,44.7009,47.7113,52.1361,50.5999,47.8267,51.0433,44.5221,43.7478,50.3133,45.7357
4930579K19RIK,58.3384,63.3618,52.4236,55.097,51.3673,56.6553,59.9621,57.1283,52.8012,43.9416,51.0855,47.411,46.612,64.0273,54.7353,56.0682,56.4927,53.9078
