"Genes","Curated_pathway","Database_ID","Database_pathway_name"
"GIMAP5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GJA1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GK","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GK2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GLUD1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GM20521","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GM29094","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GOT2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GPAM","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GPAT2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GPD2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GPER1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GPX4","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GRPEL1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GRPEL2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GSTK1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GUF1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HAAO","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HADH","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HADHA","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HADHB","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HAX1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HCCS","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HERC2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HIGD1A","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HIGD2A","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HK1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HK2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HMGCL","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HMGCS2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HSD3B2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HSD3B3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HSD3B4","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HSD3B5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HSD3B6","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HSD17B10","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"HSPD1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"IDH2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"IKBKE","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"IMMP1L","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"IMMP2L","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"IMMT","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"IVD","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"KIF28","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"KMO","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"LDHD","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"LETM1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"LETM2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"LETMD1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"LGALS3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"LPIN1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"LRRK2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"LYN","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"LYRM7","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MAIP1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MAOA","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MAOB","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MARC1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MARC2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MARCH5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MAVS","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MCCC1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MCL1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MCU","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MCUB","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MCUR1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MDH2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MFF","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MFN1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MFN2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MGARP","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MGST1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MICU1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MICU2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MIEF1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MIEF2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MIGA1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MIGA2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MINOS1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MLXIP","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MOAP1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MPC1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MPC2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MPST","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MPV17","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MPV17L2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MRPL17","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MRPL32","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MRPS21","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MRS2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MSTO1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MT-ATP6","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MT-ATP8","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MT-CO1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MT-CO2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MT-CO3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MT-CYTB","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MT-ND1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MT-ND2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MT-ND3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MT-ND4","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MT-ND4L","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MT-ND5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MTCH1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MTCH2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MTFP1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MTG1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MTG2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MTHFD2L","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MTOR","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MTX1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MTX2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MUL1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MX1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MYO19","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"MYOC","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NAT8F1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NAT8L","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFA1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFA2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFA3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFA4","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFA4L2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFA5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFA6","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFA7","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFA8","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFA9","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFA10","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFA11","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFA12","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFA13","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFAB1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFAF3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFAF4","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFAF5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFAF6","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFB2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFB3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFB4","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFB5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFB6","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFB7","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFB8","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFB9","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFB10","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFB11","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFC1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFC2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFS1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFS2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFS3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFS4","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFS5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFS6","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFS7","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFS8","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFV1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFV2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NDUFV3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NIPSNAP1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NIPSNAP2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NLRX1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NME1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NME2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NNT","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NOA1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NOS1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"NRGN","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"OCIAD2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"OMA1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"OPA1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"OTC","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"OXA1L","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PAM16","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PARK7","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PARL","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PCX","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PDE2A","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PDK4","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PEBP1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PET100","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PGAM5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PHB","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PHB2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PI4KB","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PINK1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PISD","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PLCD1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PLD6","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PMPCA","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PMPCB","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"POLG","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PPIF","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PPOX","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PPP1CC","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PPP1R15A","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PPP2R2B","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PRKAR2B","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PRNP","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PRODH","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PRODH2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PSEN1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PSEN2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"PTPMT1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"QTRT1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"QTRT2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"RAB11FIP5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"RAB32","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"RHOT1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"RHOT2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"RMDN3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"RNF144B","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"RNF185","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ROMO1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"RPS3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"RPS6KB1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"RSAD2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"RTN4IP1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SAMM50","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SARM1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SCO2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SCP2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SDHA","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SDHB","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SDHC","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SDHD","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SFXN1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SFXN2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SFXN3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SFXN4","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SFXN5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SH3GLB1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SHMT2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SIRT3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SIRT4","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SIRT5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC1A3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC3A1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC8A3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC8B1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC9B2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC11A2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A4","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A10","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A11","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A12","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A13","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A14","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A15","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A16","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A17","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A18","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A19","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A20","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A21","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A22","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A23","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A24","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A25","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A26","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A27","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A28","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A29","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A30","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A31","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A32","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A33","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A34","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A35","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A36","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A37","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A38","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A39","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A40","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A41","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A42","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A43","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A44","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A45","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A46","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A47","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A48","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A51","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A53","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC25A54","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC27A1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SLC44A1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SMCP","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SMDT1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SMIM20","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SNN","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SNPH","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SOD2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SOX10","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SPATA18","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SPATA19","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SPG7","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SPG20","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SPNS1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SQOR","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SRC","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SRGAP2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"STAR","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"STAT3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"STOML2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SUCLG1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SURF1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SYNJ2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"SYNJ2BP","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TAMM41","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TAZ","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"THEM4","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TIGAR","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TIMM8A1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TIMM8A2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TIMM8B","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TIMM9","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TIMM10","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TIMM10B","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TIMM13","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TIMM17A","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TIMM17B","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TIMM21","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TIMM22","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TIMM23","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TIMM29","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TIMM44","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TIMM50","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TK2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TMBIM6","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TMEM11","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TMEM14A","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TMEM14C","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TMEM65","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TMEM70","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TMEM126A","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TMEM173","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TMEM177","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TMEM256","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TOMM5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TOMM6","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TOMM7","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TOMM20","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TOMM20L","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TOMM22","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TOMM34","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TOMM40","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TOMM40L","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TOMM70A","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TRAP1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TRIM14","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TSPO","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TST","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TTC19","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TUFM","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"TYMS","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"UCP1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"UCP2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"UCP3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"UGT1A6A","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"UGT2B5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"UGT2B37","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"UQCC1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"UQCC2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"UQCC3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"UQCR10","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"UQCR11","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"UQCRB","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"UQCRC1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"UQCRC2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"UQCRFS1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
